sample_index,gps_time,time_since_start_s,time_centered_s,strain_h1,strain_l1,strain_v1,strain_mean_h1_l1,strain_mean_h1_l1_v1,strain_abs_mean_h1_l1,strain_abs_mean_h1_l1_v1,strain_abs_diff_h1_l1,strain_abs_diff_h1_v1,strain_abs_diff_l1_v1,time_from_peak_s
1005,1187006834.245361,0.245361328125,-2047.754638671875,-4.0168823904138896e-18,-1.7017772182400428e-18,3.5603830855448387e-19,-2.8593298043269666e-18,-1.787540433366483e-18,2.8593298043269666e-18,1.787540433366483e-18,2.3151051721738468e-18,4.372920698968373e-18,2.0578155267945266e-18,-296.778076171875
1006,1187006834.2456057,0.24560546875,-2047.75439453125,-3.999756218919812e-18,-1.710291086823456e-18,3.393232366970631e-19,-2.855023652871634e-18,-1.790241356348735e-18,2.855023652871634e-18,1.790241356348735e-18,2.289465132096356e-18,4.339079455616875e-18,2.0496143235205196e-18,-296.77783203125
1007,1187006834.2458496,0.245849609375,-2047.754150390625,-3.988132901013052e-18,-1.7076627274820021e-18,3.844366729405734e-19,-2.8478978142475273e-18,-1.7704529851848272e-18,2.8478978142475273e-18,1.7704529851848272e-18,2.280470173531049e-18,4.372569573953625e-18,2.092099400422576e-18,-296.777587890625
1008,1187006834.2460938,0.24609375,-2047.75390625,-4.024603416549744e-18,-1.7087381529684628e-18,3.780886494514405e-19,-2.866670784759104e-18,-1.785084306688922e-18,2.866670784759104e-18,1.785084306688922e-18,2.3158652635812818e-18,4.402692066001185e-18,2.086826802419903e-18,-296.77734375
1009,1187006834.246338,0.246337890625,-2047.753662109375,-4.052857440944133e-18,-1.7091544338671552e-18,4.3107859272933996e-19,-2.881005937405644e-18,-1.7769777606939825e-18,2.881005937405644e-18,1.7769777606939825e-18,2.343703007076978e-18,4.4839360336734736e-18,2.140233026596495e-18,-296.777099609375
1010,1187006834.246582,0.24658203125,-2047.75341796875,-4.04976222726251e-18,-1.7028056821257373e-18,4.0539307616344667e-19,-2.876283954694124e-18,-1.7823916110749332e-18,2.876283954694124e-18,1.7823916110749332e-18,2.3469565451367725e-18,4.4551553034259575e-18,2.1081987582891843e-18,-296.77685546875
1011,1187006834.2468262,0.246826171875,-2047.753173828125,-4.036923181383377e-18,-1.7066956331196713e-18,4.392171907107375e-19,-2.871809407251524e-18,-1.7681338745974372e-18,2.871809407251524e-18,1.7681338745974372e-18,2.3302275482637064e-18,4.476140372094115e-18,2.145912823830409e-18,-296.776611328125
1012,1187006834.2470703,0.2470703125,-2047.7529296875,-4.055891078511677e-18,-1.7112090996711311e-18,4.379880296925767e-19,-2.883550089091404e-18,-1.7763707161634104e-18,2.883550089091404e-18,1.7763707161634104e-18,2.3446819788405464e-18,4.493879108204255e-18,2.149197129363708e-18,-296.7763671875
1013,1187006834.2473145,0.247314453125,-2047.752685546875,-4.100887384784884e-18,-1.7138828119488768e-18,4.483021373914723e-19,-2.9073850983668804e-18,-1.7888226864474293e-18,2.9073850983668804e-18,1.7888226864474293e-18,2.387004572836008e-18,4.549189522176357e-18,2.162184949340349e-18,-296.776123046875
1014,1187006834.2475586,0.24755859375,-2047.75244140625,-4.09594085623356e-18,-1.7221583110450895e-18,4.558290269590728e-19,-2.9090495836393247e-18,-1.7874233801065252e-18,2.9090495836393247e-18,1.7874233801065252e-18,2.3737825451884707e-18,4.551769883192632e-18,2.1779873380041624e-18,-296.77587890625
1015,1187006834.2478027,0.247802734375,-2047.752197265625,-4.073139384675687e-18,-1.7232209863832411e-18,4.532995554319291e-19,-2.898180185529464e-18,-1.781020271875666e-18,2.898180185529464e-18,1.781020271875666e-18,2.3499183982924465e-18,4.526438940107617e-18,2.17652054181517e-18,-296.775634765625
1016,1187006834.2480469,0.248046875,-2047.751953125,-4.1030106209199575e-18,-1.7228401364699032e-18,4.869119358910529e-19,-2.9129253786949307e-18,-1.779646273832936e-18,2.9129253786949307e-18,1.779646273832936e-18,2.3801704844500544e-18,4.5899225568110094e-18,2.2097520723609562e-18,-296.775390625
1017,1187006834.248291,0.248291015625,-2047.751708984375,-4.138235803033456e-18,-1.724660833926498e-18,4.820767853165179e-19,-2.931448318479977e-18,-1.793606617214479e-18,2.931448318479977e-18,1.793606617214479e-18,2.413574969106958e-18,4.620312588349974e-18,2.2067376192430163e-18,-296.775146484375
1018,1187006834.2485352,0.24853515625,-2047.75146484375,-4.1382665774645816e-18,-1.7198366673491489e-18,5.08324216950467e-19,-2.929051622406865e-18,-1.7832596759544212e-18,2.929051622406865e-18,1.7832596759544212e-18,2.4184299101154333e-18,4.646590794415048e-18,2.228160884299616e-18,-296.77490234375
1019,1187006834.2487793,0.248779296875,-2047.751220703125,-4.123876826594827e-18,-1.72204951242433e-18,4.93967205822889e-19,-2.9229631695095786e-18,-1.7839863777320894e-18,2.9229631695095786e-18,1.7839863777320894e-18,2.4018273141704974e-18,4.617844032417716e-18,2.216016718247219e-18,-296.774658203125
1020,1187006834.2490234,0.2490234375,-2047.7509765625,-4.133533637756033e-18,-1.727643830213331e-18,5.679718749314425e-19,-2.930588733984682e-18,-1.764401864345974e-18,2.930588733984682e-18,1.764401864345974e-18,2.4058898075427023e-18,4.701505512687475e-18,2.2956157051447734e-18,-296.7744140625
1021,1187006834.2492676,0.249267578125,-2047.750732421875,-4.175932087895757e-18,-1.7301929197111813e-18,5.314549617875736e-19,-2.9530625038034693e-18,-1.7915566819397887e-18,2.9530625038034693e-18,1.7915566819397887e-18,2.445739168184575e-18,4.70738704968333e-18,2.261647881498755e-18,-296.774169921875
1022,1187006834.2495117,0.24951171875,-2047.75048828125,-4.186282430610387e-18,-1.7385448514501488e-18,5.731665623447532e-19,-2.962413641030268e-18,-1.7838869065719274e-18,2.962413641030268e-18,1.7838869065719274e-18,2.4477375791602384e-18,4.7594489929551395e-18,2.3117114137949023e-18,-296.77392578125
1023,1187006834.249756,0.249755859375,-2047.750244140625,-4.159392407543253e-18,-1.743146670518713e-18,5.756703499083761e-19,-2.9512695390309826e-18,-1.77562290938453e-18,2.9512695390309826e-18,1.77562290938453e-18,2.41624573702454e-18,4.735062757451628e-18,2.318817020427089e-18,-296.773681640625
1024,1187006834.25,0.25,-2047.75,-4.176084522292529e-18,-1.743528214046316e-18,5.9827769958645555e-19,-2.959806368169422e-18,-1.7737783455841296e-18,2.959806368169422e-18,1.7737783455841296e-18,2.4325563082462127e-18,4.774362221878984e-18,2.341805913632772e-18,-296.7734375
1025,1187006834.250244,0.250244140625,-2047.749755859375,-4.219011462899579e-18,-1.743102117264436e-18,5.934006012671066e-19,-2.9810567900820078e-18,-1.789570992965636e-18,2.9810567900820078e-18,1.789570992965636e-18,2.475909345635143e-18,4.8124120641666866e-18,2.3365027185315427e-18,-296.773193359375
1026,1187006834.2504883,0.25048828125,-2047.74951171875,-4.225839563161157e-18,-1.7396111226020737e-18,5.845394236485954e-19,-2.9827253428816157e-18,-1.793637087371545e-18,2.9827253428816157e-18,1.793637087371545e-18,2.4862284405590838e-18,4.810378986809752e-18,2.324150546250669e-18,-296.77294921875
1027,1187006834.2507324,0.250732421875,-2047.749267578125,-4.21076325428502e-18,-1.7404279669801562e-18,6.159681358619776e-19,-2.9755956106325882e-18,-1.7784076951344e-18,2.9755956106325882e-18,1.7784076951344e-18,2.470335287304864e-18,4.8267313901469974e-18,2.3563961028421342e-18,-296.772705078125
1028,1187006834.2509766,0.2509765625,-2047.7490234375,-4.213271331953449e-18,-1.7457795627713925e-18,5.92739696744959e-19,-2.979525447362421e-18,-1.7887703993266277e-18,2.979525447362421e-18,1.7887703993266277e-18,2.4674917691820573e-18,4.806011028698408e-18,2.338519259516352e-18,-296.7724609375
1029,1187006834.2512207,0.251220703125,-2047.748779296875,-4.250899007103962e-18,-1.7517600025642625e-18,6.084407363462582e-19,-3.0013295048341125e-18,-1.7980727577739888e-18,3.0013295048341125e-18,1.7980727577739888e-18,2.4991390045397e-18,4.8593397434502214e-18,2.3602007389105208e-18,-296.772216796875
1030,1187006834.2514648,0.25146484375,-2047.74853515625,-4.274105224411578e-18,-1.759279432902387e-18,6.071197725048659e-19,-3.0166923286569825e-18,-1.8087549616030328e-18,3.0166923286569825e-18,1.8087549616030328e-18,2.514825791509191e-18,4.881224996916445e-18,2.366399205407253e-18,-296.77197265625
1031,1187006834.251709,0.251708984375,-2047.748291015625,-4.249715061538127e-18,-1.764056812163456e-18,6.568675744257435e-19,-3.006885936850792e-18,-1.78563476642528e-18,3.006885936850792e-18,1.78563476642528e-18,2.485658249374671e-18,4.9065826359638715e-18,2.4209243865892e-18,-296.771728515625
1032,1187006834.2519531,0.251953125,-2047.748046875,-4.248639539411592e-18,-1.7666340295432872e-18,6.2370204131813e-19,-3.00763678447744e-18,-1.79719050921225e-18,3.00763678447744e-18,1.79719050921225e-18,2.482005509868305e-18,4.872341580729722e-18,2.3903360708614173e-18,-296.771484375
1033,1187006834.2521973,0.252197265625,-2047.747802734375,-4.292195720448603e-18,-1.767323715295177e-18,6.657110793056934e-19,-3.02975971787189e-18,-1.7979361188126956e-18,3.02975971787189e-18,1.7979361188126956e-18,2.5248720051534262e-18,4.957906799754296e-18,2.4330347946008706e-18,-296.771240234375
1034,1187006834.2524414,0.25244140625,-2047.74755859375,-4.30885760030847e-18,-1.763104486417535e-18,6.574522229592525e-19,-3.035981043363002e-18,-1.804836621255584e-18,3.035981043363002e-18,1.804836621255584e-18,2.545753113890935e-18,4.966309823267722e-18,2.4205567093767872e-18,-296.77099609375
1035,1187006834.2526855,0.252685546875,-2047.747314453125,-4.294161880183714e-18,-1.766416416036456e-18,6.876751352636589e-19,-3.030289148110085e-18,-1.790967720318837e-18,3.030289148110085e-18,1.790967720318837e-18,2.527745464147258e-18,4.981837015447373e-18,2.4540915513001152e-18,-296.770751953125
1036,1187006834.2529297,0.2529296875,-2047.7470703125,-4.292803239950614e-18,-1.7706589557846984e-18,6.629152441526011e-19,-3.0317310978676567e-18,-1.800182317194237e-18,3.0317310978676567e-18,1.800182317194237e-18,2.522144284165916e-18,4.955718484103216e-18,2.4335741999373e-18,-296.7705078125
1037,1187006834.2531738,0.253173828125,-2047.746826171875,-4.3213971753521095e-18,-1.7740476354248862e-18,6.830407556399806e-19,-3.0477224053884983e-18,-1.804134685045672e-18,3.0477224053884983e-18,1.804134685045672e-18,2.5473495399272237e-18,5.00443793099209e-18,2.4570883910648672e-18,-296.770263671875
1038,1187006834.253418,0.25341796875,-2047.74658203125,-4.3558069638351625e-18,-1.783864089534234e-18,7.01271667364499e-19,-3.0698355266846985e-18,-1.812799795334966e-18,3.0698355266846985e-18,1.812799795334966e-18,2.5719428743009285e-18,5.0570786311996614e-18,2.4851357568987333e-18,-296.77001953125
1039,1187006834.253662,0.253662109375,-2047.746337890625,-4.339929080365578e-18,-1.7869174339168813e-18,6.744805995209313e-19,-3.0634232571412296e-18,-1.8174553049205094e-18,3.0634232571412296e-18,1.8174553049205094e-18,2.553011646448697e-18,5.01440967988651e-18,2.4613980334378124e-18,-296.769775390625
1040,1187006834.2539062,0.25390625,-2047.74609375,-4.323804938990749e-18,-1.793358558207351e-18,6.853741759838017e-19,-3.0585817485990498e-18,-1.810596440404766e-18,3.0585817485990498e-18,1.810596440404766e-18,2.5304463807833977e-18,5.00917911497455e-18,2.4787327341911527e-18,-296.76953125
1041,1187006834.2541504,0.254150390625,-2047.745849609375,-4.364158416844238e-18,-1.7949226245376974e-18,6.6321361106836335e-19,-3.0795405206909683e-18,-1.831955810104524e-18,3.0795405206909683e-18,1.831955810104524e-18,2.569235792306541e-18,5.027372027912601e-18,2.458136235606061e-18,-296.769287109375
1042,1187006834.2543943,0.25439453125,-2047.74560546875,-4.3912624585151336e-18,-1.787661145506499e-18,7.039880845557177e-19,-3.089461802010816e-18,-1.8249785064886386e-18,3.089461802010816e-18,1.8249785064886386e-18,2.6036013130086346e-18,5.095250543070851e-18,2.4916492300622164e-18,-296.76904296875
1043,1187006834.254639,0.254638671875,-2047.745361328125,-4.37752906638686e-18,-1.794666758628386e-18,6.59477873500142e-19,-3.0860979125076233e-18,-1.8375726505050346e-18,3.0860979125076233e-18,1.8375726505050346e-18,2.5828623077584737e-18,5.0370069398870024e-18,2.454144632128528e-18,-296.768798828125
1044,1187006834.2548828,0.2548828125,-2047.7451171875,-4.3666314389676695e-18,-1.7977261721462965e-18,6.9938392984250375e-19,-3.0821788055569834e-18,-1.821657893757154e-18,3.0821788055569834e-18,1.821657893757154e-18,2.568905266821373e-18,5.0660153688101735e-18,2.4971101019888e-18,-296.7685546875
1045,1187006834.255127,0.255126953125,-2047.744873046875,-4.391483996713333e-18,-1.8000740936369984e-18,6.813090402015278e-19,-3.0957790451751655e-18,-1.8367496833829345e-18,3.0957790451751655e-18,1.8367496833829345e-18,2.5914099030763345e-18,5.072793036914862e-18,2.4813831338385267e-18,-296.768310546875
1046,1187006834.255371,0.25537109375,-2047.74462890625,-4.429238261472628e-18,-1.813328299560596e-18,7.043375475502989e-19,-3.121283280516612e-18,-1.8460763378276422e-18,3.121283280516612e-18,1.8460763378276422e-18,2.6159099619120323e-18,5.133575809022927e-18,2.517665847110895e-18,-296.76806640625
1047,1187006834.2556152,0.255615234375,-2047.744384765625,-4.423509375034931e-18,-1.8164182885581977e-18,6.899536776784417e-19,-3.1199638317965647e-18,-1.849991328638229e-18,3.1199638317965647e-18,1.849991328638229e-18,2.6070910864767335e-18,5.113463052713373e-18,2.50637196623664e-18,-296.767822265625
1048,1187006834.2558594,0.255859375,-2047.744140625,-4.4006189807178015e-18,-1.8211871486497664e-18,7.092242006229382e-19,-3.110903064683784e-18,-1.837527309581544e-18,3.110903064683784e-18,1.837527309581544e-18,2.579431832068035e-18,5.10984318134074e-18,2.5304113492727045e-18,-296.767578125
1049,1187006834.2561035,0.256103515625,-2047.743896484375,-4.428855425436243e-18,-1.8257116923176392e-18,7.128871243393367e-19,-3.1272835588769413e-18,-1.847226664471515e-18,3.1272835588769413e-18,1.847226664471515e-18,2.603143733118604e-18,5.14174254977558e-18,2.538598816656976e-18,-296.767333984375
1050,1187006834.2563477,0.25634765625,-2047.74365234375,-4.467995010360681e-18,-1.8176896799821054e-18,7.120258218662671e-19,-3.1428423451713933e-18,-1.857886289492173e-18,3.1428423451713933e-18,1.857886289492173e-18,2.650305330378576e-18,5.1800208322269485e-18,2.529715501848373e-18,-296.76708984375
1051,1187006834.2565918,0.256591796875,-2047.743408203125,-4.4586920589654176e-18,-1.821359857554394e-18,7.1413351769307e-19,-3.1400259582599057e-18,-1.8553061329422477e-18,3.1400259582599057e-18,1.8553061329422477e-18,2.6373322014110238e-18,5.172825576658487e-18,2.5354933752474647e-18,-296.766845703125
1052,1187006834.256836,0.2568359375,-2047.7431640625,-4.443765094393888e-18,-1.8273076588591417e-18,6.852118668733444e-19,-3.135536376626515e-18,-1.8619536287932283e-18,3.135536376626515e-18,1.8619536287932283e-18,2.6164574355347466e-18,5.128976961267233e-18,2.512519525732486e-18,-296.7666015625
1053,1187006834.25708,0.257080078125,-2047.742919921875,-4.460668197313433e-18,-1.828128468911312e-18,7.101130844026277e-19,-3.1443983331123725e-18,-1.8595611939407058e-18,3.1443983331123725e-18,1.8595611939407058e-18,2.632539728402121e-18,5.1707812817160616e-18,2.5382415533139396e-18,-296.766357421875
1054,1187006834.2573242,0.25732421875,-2047.74267578125,-4.498074817683255e-18,-1.8411032724901333e-18,6.634676029052635e-19,-3.1695890450866945e-18,-1.8919034957560417e-18,3.1695890450866945e-18,1.8919034957560417e-18,2.656971545193122e-18,5.1615424205885195e-18,2.5045708753953968e-18,-296.76611328125
1055,1187006834.2575684,0.257568359375,-2047.742431640625,-4.506169199848805e-18,-1.848282544309181e-18,6.924424498743981e-19,-3.177225872078993e-18,-1.8873364314278628e-18,3.177225872078993e-18,1.8873364314278628e-18,2.657886655539624e-18,5.198611649723204e-18,2.540724994183579e-18,-296.765869140625
1056,1187006834.2578125,0.2578125,-2047.7421875,-4.4754821430963616e-18,-1.84930690677964e-18,6.670725458464924e-19,-3.162394524938001e-18,-1.88590550134317e-18,3.162394524938001e-18,1.88590550134317e-18,2.6261752363167216e-18,5.142554688942854e-18,2.5163794526261327e-18,-296.765625
1057,1187006834.2580566,0.258056640625,-2047.741943359375,-4.489984456995179e-18,-1.857406930728362e-18,7.003146823316628e-19,-3.1736956938617707e-18,-1.8823589017972925e-18,3.1736956938617707e-18,1.8823589017972925e-18,2.632577526266817e-18,5.1902991393268425e-18,2.557721613060025e-18,-296.765380859375
1058,1187006834.2583008,0.25830078125,-2047.74169921875,-4.5373142170799016e-18,-1.8530184999488927e-18,6.653222957210671e-19,-3.1951663585143973e-18,-1.908336807102576e-18,3.1951663585143973e-18,1.908336807102576e-18,2.6842957171310093e-18,5.2026365128009694e-18,2.5183407956699597e-18,-296.76513671875
1059,1187006834.258545,0.258544921875,-2047.741455078125,-4.53625678536425e-18,-1.850110714339249e-18,6.870416356877343e-19,-3.193183749851749e-18,-1.8997752880052552e-18,3.193183749851749e-18,1.8997752880052552e-18,2.6861460710250005e-18,5.2232984210519844e-18,2.537152350026983e-18,-296.764892578125
1060,1187006834.258789,0.2587890625,-2047.7412109375,-4.51637810545326e-18,-1.861506430862756e-18,6.823433741226634e-19,-3.1889422681580082e-18,-1.8985137207311174e-18,3.1889422681580082e-18,1.8985137207311174e-18,2.6548716745905038e-18,5.198721479575923e-18,2.54384980498542e-18,-296.7646484375
1061,1187006834.2590332,0.259033203125,-2047.740966796875,-4.528266780558484e-18,-1.860008241396069e-18,6.831052053708043e-19,-3.194137510977276e-18,-1.9017232721945826e-18,3.194137510977276e-18,1.9017232721945826e-18,2.668258539162415e-18,5.211371985929288e-18,2.5431134467668733e-18,-296.764404296875
1062,1187006834.259277,0.25927734375,-2047.74072265625,-4.5631005047237975e-18,-1.8677282630159255e-18,6.834516250742861e-19,-3.2154143838698615e-18,-1.9157923808884787e-18,3.2154143838698615e-18,1.9157923808884787e-18,2.695372241707872e-18,5.246552129798085e-18,2.551179888090212e-18,-296.76416015625
1063,1187006834.2595215,0.259521484375,-2047.740478515625,-4.579219165115268e-18,-1.881249778592733e-18,6.635729560185565e-19,-3.2302344718540007e-18,-1.932298662563148e-18,3.2302344718540007e-18,1.932298662563148e-18,2.6979693865225345e-18,5.242792121133824e-18,2.544822734611289e-18,-296.763916015625
1064,1187006834.2597656,0.259765625,-2047.740234375,-4.5560901122487864e-18,-1.8782843249777133e-18,6.8618756159438745e-19,-3.2171872186132497e-18,-1.9160622918773707e-18,3.2171872186132497e-18,1.9160622918773707e-18,2.6778057872710724e-18,5.242277673843173e-18,2.5644718865721012e-18,-296.763671875
1065,1187006834.2600098,0.260009765625,-2047.739990234375,-4.5550928987687095e-18,-1.8871370038384922e-18,6.436774325528821e-19,-3.221114951303601e-18,-1.9328508233514402e-18,3.221114951303601e-18,1.9328508233514402e-18,2.6679558949302173e-18,5.198770331321592e-18,2.530814436391374e-18,-296.763427734375
